1	242605	242659	+
1	247430	247455	-
1	248048	248123	-
1	248298	248345	-
1	249149	249199	-
1	249283	249691	-
1	250743	250835	+
1	252658	252706	-
1	254010	254061	+
1	255662	255715	-
1	258510	258567	+
1	265484	265532	+
1	269684	269731	+
1	269936	269991	+
1	271678	271735	+
1	273638	273690	+
1	274293	274340	+
1	276456	276503	-
1	276953	277005	-
1	282964	283019	+
1	283124	283187	+
1	283255	283304	+
1	283879	283932	+
1	284884	285117	+
1	285193	285250	+
1	286452	286511	-
1	292407	292473	-
1	293454	293509	-
1	293559	293611	-
1	295454	295523	+
1	295728	295785	+
1	297087	297142	+
1	297220	297296	+
1	297436	297497	+
1	297610	297661	+
1	297855	297908	+
1	302860	302926	-
1	304676	304806	-
1	307960	308026	+
1	308181	308237	+
1	309198	309255	+
1	309443	309506	+
1	309551	309612	+
1	311966	312020	+
1	312072	312132	+
1	312349	312399	+
1	312719	312769	+
1	312893	312945	+
1	313245	313295	+
1	313394	313449	+
1	316597	316647	+
1	317488	317547	-
1	318618	318679	-
1	319559	319616	+
1	320222	320286	+
1	321549	321612	+
1	324015	324046	+
1	324968	325020	+
1	325192	325262	+
1	325355	325416	+
1	325577	325638	+
1	326775	326839	-
1	329448	329788	-
1	330064	330116	-
1	330475	330530	-
1	330724	330780	-
1	332179	332230	+
1	332326	332378	+
1	332529	332591	+
1	332652	332708	+
1	338320	338373	+
1	338492	338743	+
1	338809	338864	+
1	341075	341125	-
1	347655	347705	-
1	349958	350009	+
1	351605	351658	-
1	354016	354063	+
1	354082	354135	+
1	354171	354219	+
1	354672	354724	+
1	354791	354896	+
1	356169	356235	-
1	356653	356701	-
1	360956	360981	+
1	370681	370836	-
1	370942	370974	-
1	373650	373704	+
1	374512	374568	-
1	375024	375074	-
1	375235	375299	-
1	375721	375772	-
1	376669	376719	+
1	376823	376877	+
1	381345	381399	+
1	381613	381675	+
1	381995	382058	+
1	382168	382225	+
1	382333	382387	+
1	383333	383385	-
1	383619	383674	-
1	385443	385478	+
1	385718	385771	+
1	388763	388868	+
1	389808	389861	-
1	390094	390321	-
1	391668	391724	+
1	391794	391847	+
1	391960	392013	+
1	394205	394258	+
1	395876	395932	-
1	400926	400991	+
1	401208	401262	+
1	403487	403545	-
1	404201	404258	-
1	408855	409000	+
1	409062	409115	+
1	409225	409285	+
1	409509	409571	+
1	417046	417094	-
1	417576	417637	-
1	419018	419065	+
1	419478	419530	+
1	423586	423849	-
1	425049	425099	-
1	426386	426492	-
1	428047	428135	-
1	428688	428769	-
1	431215	431274	+
1	431298	431368	+
1	431608	431661	+
1	434730	434853	+
1	435513	435580	+
1	435887	435951	+
1	435991	436054	+
1	436298	436360	+
1	439733	439854	-
1	443270	443322	-
1	443583	443634	-
1	448504	448558	+
1	448763	448811	+
1	448879	448929	+
1	449398	449446	+
1	450273	450325	+
1	462901	463223	-
1	463961	464010	-
1	464044	464095	-
1	465108	465159	-
1	465293	465427	-
1	465469	465518	-
1	465639	465686	-
1	465803	465858	-
1	467540	467588	+
1	467741	467788	+
1	467868	467916	+
1	468174	468225	+
1	468288	468341	+
1	468538	468592	+
1	468659	468705	+
1	468809	469058	+
1	469320	469365	+
1	469982	470032	+
1	470223	470276	+
1	470612	470661	+
1	470758	470807	+
1	470938	470988	+
1	471860	472105	-
1	472868	472915	-
1	473849	473876	-
1	478456	478650	-
1	484009	484044	-
1	484466	484515	-
1	484670	484728	-
1	484898	484958	-
1	485052	485106	-
1	485919	485971	+
1	486054	486114	+
1	486456	486510	+
1	486740	486798	+
1	488023	488077	+
1	488904	488954	+
1	489213	489266	+
1	489320	489371	+
1	489590	489640	+
1	489773	489826	+
1	490680	490980	+
1	493519	493578	+
1	494865	494962	+
1	496215	496267	-
1	499098	499146	-
1	499292	499604	-
1	499877	499931	-
1	500475	500526	-
1	501007	501230	-
1	502043	502089	-
1	506717	506862	+
1	506956	507007	+
1	512140	512199	+
1	512979	513032	+
1	514761	514811	+
1	515137	515190	+
1	515810	515865	+
1	520939	520998	-
1	523607	523658	+
1	524141	524190	+
1	524510	524562	+
1	524701	524768	+
1	527090	527171	-
1	527202	527250	-
1	527425	527482	-
1	527553	527601	-
1	527820	527887	-
1	537556	537617	-
1	542792	542861	+
1	543032	543084	+
1	546198	546272	+
1	546321	546374	+
1	546463	546526	+
1	548524	548574	+
1	548804	548988	-
1	549247	549320	-
1	550450	550743	-
1	550922	551023	-
1	552500	552799	-
1	552922	552975	-
1	556407	556534	+
1	556985	557043	+
1	559208	559261	+
1	559387	559442	+
1	561930	561978	-
1	564397	564453	+
1	566706	566771	-
1	566912	566969	-
1	569029	569079	+
1	570051	570100	+
1	570694	570743	+
1	570777	570824	+
1	572863	572912	+
1	573946	573999	-
1	574122	574183	-
1	579709	579802	-
1	581716	581809	+
1	586629	586675	-
1	586894	586944	-
1	587810	587858	-
1	588369	588458	-
1	588571	588620	-
1	588802	588836	-
1	592110	592211	-
1	592511	592566	-
1	596966	597017	-
1	601411	601468	-
1	603515	603567	-
1	604264	604317	-
1	604427	604480	-
1	605271	605328	+
1	610754	610801	-
1	611198	611247	-
1	613816	614172	-
1	619000	619057	+
1	626483	626535	+
1	626632	626679	+
1	629545	629595	-
1	629988	630056	-
1	630517	630727	-
1	630821	631014	-
1	631026	631121	-
1	632200	632253	+
1	633039	633086	+
1	637787	637840	-
1	638553	638659	-
1	640533	640587	+
1	640813	640868	+
1	641102	641153	+
1	641266	641319	+
1	644311	644427	-
1	644667	644716	-
1	647115	647164	-
1	653219	653271	-
1	653933	653994	-
1	654198	654252	-
1	655058	655104	-
1	655470	655518	-
1	656085	656131	-
1	656753	656813	-
1	658096	658163	+
1	658462	658523	+
1	659117	659295	+
1	660157	660379	+
1	664724	664777	+
1	664819	664866	+
1	665156	665200	+
1	665247	665293	+
1	665432	665494	+
1	665873	665909	-
1	668011	668144	-
1	668308	668365	-
1	668959	669016	-
1	669296	669344	-
1	672233	672334	+
1	672412	673033	+
1	673114	673232	+
1	673306	673555	+
1	674802	674855	+
1	675266	675321	+
1	676667	676721	-
1	678470	678521	-
1	682964	683081	-
1	685143	685256	+
1	686789	686839	+
1	686866	686917	+
1	687375	687423	+
1	689357	689404	-
1	689524	689575	-
1	689867	689914	-
1	691133	691185	+
1	691709	691758	+
1	691861	691911	+
1	692256	692624	+
1	695144	695192	+
1	698270	698328	-
1	698389	698438	-
1	698799	698869	-
1	699134	699183	-
1	699333	699385	-
1	701545	701614	-
1	702466	702517	-
1	704028	704083	-
1	705219	705278	-
1	706401	706455	+
1	707483	707536	+
1	707642	707691	+
1	708545	708593	-
1	708751	708799	-
1	708982	709031	-
1	709173	709263	-
1	710180	710235	-
1	711815	711873	-
1	713262	713315	-
1	713525	713575	-
1	716012	716063	+
1	716326	716391	+
1	717549	717610	+
1	722620	722667	+
1	723269	723321	+
1	724368	724587	-
1	726896	726974	-
1	729135	729197	-
1	729827	729903	+
1	731765	731816	+
1	732556	732605	+
1	732678	732730	+
1	733428	733494	+
1	733560	733625	+
1	733698	733749	+
1	735745	735796	-
1	735960	736003	-
1	736557	736689	-
1	738754	738816	-
1	738885	738940	-
1	745209	745266	+
1	753585	753665	-
1	761625	761682	+
1	761735	761878	+
1	761940	762049	+
1	762301	762402	+
1	762421	762458	+
1	764796	764833	+
1	765387	765439	+
1	768493	768617	-
1	771361	771498	-
1	771872	771925	-
1	772155	772198	-
1	772305	772355	-
1	773001	773054	-
1	777618	777645	-
1	777715	777757	-
1	779370	779418	+
1	779489	779807	+
1	781230	781552	+
1	786216	786273	+
1	786902	786956	+
1	787729	787821	+
1	795757	795815	-
1	796408	796461	-
1	798287	798339	+
1	800548	800632	-
1	801932	801970	+
1	802101	802127	+
1	803711	803721	-
1	806390	806430	-
1	806485	807050	-
1	807211	807264	-
1	808528	808575	+
1	810791	810842	-
1	812588	812642	-
1	816331	816377	+
1	819330	819381	-
1	820123	820175	-
1	820223	820278	-
1	820947	821000	-
1	821049	821100	-
1	821162	821220	-
1	821384	821507	-
1	823935	824114	-
1	824357	824459	-
1	833160	833208	+
1	836480	836531	-
1	837593	837649	-
1	839543	839596	+
1	842123	842199	+
1	846750	846808	+
1	848802	848837	+
1	849241	849290	+
1	849698	849753	+
1	854850	854908	-
1	856170	856244	-
1	857249	857305	+
1	857653	857739	+
1	858328	858380	-
1	864387	864519	+
1	868515	868857	-
1	870773	870825	-
1	870949	871011	-
1	871541	871592	+
1	871646	871786	+
1	872051	872099	+
1	881235	881302	-
1	883921	884029	-
1	885385	885437	-
1	891586	891636	-
1	894617	894672	+
1	894743	894797	+
1	896925	896976	-
1	897271	897332	-
1	900468	900526	+
1	900632	900860	+
1	912405	912460	+
1	913064	913115	+
1	915471	915531	-
1	915767	915822	-
1	920930	920981	-
1	923968	924025	+
1	927365	927431	+
1	929758	929817	-
1	930697	930757	-
1	933735	933786	-
1	934045	934099	-
1	937440	937525	+
1	937555	937611	+
1	937728	937782	+
1	937878	937991	+
1	938618	938671	+
1	939130	939183	+
1	940427	940478	+
1	941611	941671	-
1	941763	941924	-
1	942235	942421	-
1	943346	943400	-
1	943533	943581	-
1	943674	943730	-
1	943893	944103	-
1	946249	946302	-
1	946409	946458	-
1	947450	947500	-
1	947640	947871	-
1	949170	949224	+
1	949427	949483	+
1	951435	951492	-
1	952563	952617	+
1	952699	952769	+
1	959776	959841	+
1	960571	960627	+
1	962317	962365	-
1	962826	962882	-
1	963115	963170	-
1	963298	963345	-
1	963412	963482	-
1	963601	963660	-
1	964434	964520	-
1	964634	964734	-
1	967339	967478	+
1	969623	969682	-
1	970186	970232	-
1	970366	970420	-
1	970506	970561	-
1	974092	974133	-
1	974200	974261	-
1	977886	977947	-
1	978017	978072	-
1	978164	978597	-
1	978630	978873	-
1	978926	978988	-
1	982829	982892	-
1	983826	983880	-
1	987535	987970	-
1	998114	998203	+
1	1002831	1002899	-
1	1003336	1003393	-
1	1004329	1004379	+
1	1006048	1006355	+
1	1006414	1006468	+
1	1008399	1008480	-
1	1009262	1009498	+
1	1009591	1009728	+
1	1014231	1014286	+
1	1017009	1017060	+
1	1017122	1017180	+
1	1018892	1018945	-
1	1019108	1019158	-
1	1019746	1019805	-
1	1019857	1019918	-
1	1019989	1020048	-
1	1020298	1020369	-
1	1020964	1021099	-
1	1021160	1021246	-
1	1021311	1021375	-
1	1022536	1022594	-
1	1025218	1025271	-
1	1025315	1025367	-
1	1025418	1025472	-
1	1026344	1026395	+
1	1026536	1026585	+
1	1027274	1027335	+
1	1027957	1028012	+
1	1032142	1032201	+
1	1032224	1032348	+
1	1032374	1032431	+
1	1033593	1033646	+
1	1034311	1034366	+
1	1036597	1036666	+
1	1039766	1039824	-
1	1039926	1039982	-
1	1042444	1042527	-
1	1042943	1043016	-
1	1044236	1044385	-
1	1044545	1044607	-
1	1044623	1044745	-
1	1050280	1050338	+
1	1052091	1052124	+
1	1055447	1055501	-
1	1058071	1058133	+
1	1058393	1058453	+
1	1059806	1059898	+
1	1063428	1063480	-
1	1064417	1064577	+
1	1068185	1068287	+
1	1071716	1071765	-
1	1073610	1073693	+
1	1073945	1073995	+
1	1074136	1074185	+
1	1074472	1074520	+
1	1077402	1077500	+
1	1078702	1078739	+
1	1087689	1087902	-
1	1087974	1088297	-
1	1088407	1088526	-
1	1088696	1088722	-
1	1092880	1092944	-
1	1095755	1095841	+
1	1097942	1097998	+
1	1100905	1100961	-
1	1101504	1101558	-
1	1103948	1104056	-
1	1107375	1107424	+
1	1107434	1107488	+
1	1107591	1107644	+
1	1107661	1107713	+
1	1107905	1107953	+
1	1108221	1108275	+
1	1108526	1108584	+
1	1108689	1108740	+
1	1114182	1114235	-
1	1117009	1117060	-
1	1118062	1118110	-
1	1118541	1118591	-
1	1121038	1121090	+
1	1121129	1121184	+
1	1121492	1121545	+
1	1124082	1124132	+
1	1124774	1124830	+
1	1125285	1125346	+
1	1136043	1136100	-
1	1136265	1136342	-
1	1136387	1136460	-
1	1137840	1138060	+
1	1144613	1144669	+
1	1144802	1144851	+
1	1145099	1145155	+
1	1146748	1146799	+
1	1148045	1148097	+
1	1148713	1148776	+
1	1150072	1150133	+
1	1150787	1150843	+
1	1151160	1151212	+
1	1151275	1151329	+
1	1154499	1154568	-
1	1154617	1154709	-
1	1155928	1156007	+
1	1158255	1158311	+
1	1159320	1159381	+
1	1159528	1159598	+
1	1159700	1159783	+
1	1169066	1169119	-
1	1169547	1169600	-
1	1170844	1170941	+
1	1171039	1171155	+
1	1171234	1171287	+
1	1173733	1173796	-
1	1174984	1175039	+
1	1175454	1175607	-
1	1179161	1179238	-
1	1179892	1179999	-
1	1181133	1181232	+
1	1182639	1182694	-
1	1182832	1182886	-
1	1182895	1182959	-
1	1185603	1185637	+
1	1185734	1185880	+
1	1187329	1187438	-
1	1189362	1189420	-
1	1190372	1190449	-
1	1191835	1191890	+
1	1192015	1192069	+
1	1194105	1194151	-
1	1196076	1196136	-
1	1197985	1198051	-
1	1199950	1200040	+
1	1200488	1200552	+
1	1200774	1200830	+
1	1202107	1202214	-
1	1204484	1204530	+
1	1206080	1206132	-
1	1206873	1206924	-
1	1211167	1211254	-
1	1211716	1211958	-
1	1212037	1212222	-
1	1212237	1212369	-
1	1218144	1218193	-
1	1228689	1229025	-
1	1229105	1229229	-
1	1229639	1229689	+
1	1229854	1229902	+
1	1231326	1231393	-
1	1231727	1231936	-
1	1231953	1232041	-
1	1232138	1232309	-
1	1235076	1235188	+
1	1235405	1235459	+
1	1238263	1238313	+
1	1238386	1238438	+
1	1238508	1238561	+
1	1238635	1238687	+
1	1238913	1238971	+
1	1239085	1239133	+
1	1239260	1239312	+
1	1239473	1239527	+
1	1240420	1240470	-
1	1241483	1241548	-
1	1241751	1241806	-
1	1241903	1242030	-
1	1243246	1243305	-
1	1246717	1246775	-
1	1246940	1247054	-
1	1258693	1258795	+
1	1259033	1259119	+
1	1259768	1259817	+
1	1261007	1261059	-
1	1261355	1261467	-
1	1261543	1261725	-
1	1264508	1264559	+
1	1266652	1266844	+
1	1266902	1266956	+
1	1267266	1267321	+
1	1267824	1267878	+
1	1269586	1269646	-
1	1270770	1270826	-
1	1270892	1270953	-
1	1272652	1272704	+
1	1272773	1272821	+
1	1273304	1273358	+
1	1275563	1275620	+
1	1275710	1275837	+
1	1275964	1276025	+
1	1277213	1277354	+
1	1277517	1277576	+
1	1278834	1279158	+
1	1281812	1281872	+
1	1287601	1287685	-
1	1287881	1287931	-
1	1288005	1288061	-
1	1288116	1288168	-
1	1289032	1289158	-
1	1289270	1289540	-
1	1291064	1291108	+
1	1293751	1293853	+
1	1293953	1294007	+
1	1295339	1295390	+
1	1295557	1295612	+
1	1296728	1296785	-
1	1299105	1299166	-
1	1299230	1299285	-
1	1299478	1299537	-
1	1304553	1304661	+
1	1304864	1304950	+
1	1305147	1305252	+
1	1306409	1306422	+
1	1306532	1306737	+
1	1306954	1306989	+
1	1311223	1311277	+
1	1312808	1312886	+
1	1319046	1319097	+
1	1321782	1321833	-
1	1323533	1323927	+
1	1324185	1324237	+
1	1324281	1324330	+
1	1324396	1324444	+
1	1324526	1324634	+
1	1324689	1324783	+
1	1324849	1324902	+
1	1325002	1325058	+
1	1325261	1325406	+
1	1326392	1326445	-
1	1336116	1336199	-
1	1336567	1336620	-
1	1339796	1339883	+
1	1340615	1340668	+
1	1343917	1343966	+
1	1348651	1348698	-
1	1350712	1350864	+
1	1351296	1351417	+
1	1362128	1362307	-
1	1362345	1363060	-
1	1363137	1363320	-
1	1365996	1366080	+
1	1366482	1366535	+
1	1369480	1369530	+
1	1370101	1370158	+
1	1373108	1373185	-
1	1374031	1374179	+
1	1374356	1374469	+
1	1375985	1376202	+
1	1376876	1376927	+
1	1378070	1378126	+
1	1381003	1381052	+
1	1382697	1382733	-
1	1382850	1383016	-
1	1383554	1383719	-
1	1386244	1386294	-
1	1387300	1387360	-
1	1392460	1392526	-
1	1392683	1392814	-
1	1396923	1396970	+
1	1397163	1397372	+
1	1397485	1397511	+
1	1399360	1399417	+
1	1400087	1400139	+
1	1400881	1400958	+
1	1401047	1401145	+
1	1404816	1404870	+
1	1409268	1409338	+
1	1410944	1411009	-
1	1411292	1411361	-
1	1411406	1411472	-
1	1412113	1412166	+
1	1414595	1414644	-
1	1414704	1414767	-
1	1415133	1415304	-
1	1418344	1418396	+
1	1418468	1418586	+
1	1418692	1418768	+
1	1419006	1419062	+
1	1420344	1420454	-
1	1420594	1420670	-
1	1422164	1422308	+
1	1422326	1422393	+
1	1422729	1422799	+
1	1427563	1427771	+
1	1428163	1428219	+
1	1430152	1430210	-
1	1430571	1430637	-
1	1431470	1431519	+
1	1431549	1431601	+
1	1431613	1431669	+
1	1431738	1431789	+
1	1436442	1436504	+
1	1447353	1447411	+
1	1450676	1450757	-
1	1450897	1450956	-
1	1450984	1451129	-
1	1454313	1454405	+
1	1455575	1455651	+
1	1455661	1455711	+
1	1455796	1455861	+
1	1456361	1456422	-
1	1456535	1456619	-
1	1475434	1475487	+
1	1475589	1475640	+
1	1475809	1475866	+
1	1477314	1477372	-
1	1477448	1477506	-
1	1480449	1480568	-
1	1487370	1487404	-
1	1487519	1487612	-
1	1487829	1487845	-
1	1487893	1487920	-
1	1488442	1488513	+
1	1489288	1489361	+
1	1490476	1490539	+
1	1490632	1490936	+
1	1493871	1493927	-
1	1496505	1496686	-
1	1497437	1497588	-
1	1501822	1501889	+
1	1505123	1505173	+
1	1505290	1505340	+
1	1505444	1505502	+
1	1506617	1506668	-
1	1508113	1508167	-
1	1509069	1509143	-
1	1509179	1509261	-
1	1511129	1511224	-
1	1512171	1512222	-
1	1513882	1513935	-
1	1514949	1515004	+
1	1515808	1515862	+
1	1516042	1516091	+
1	1524967	1525124	+
1	1525429	1525478	+
1	1528807	1528860	-
1	1529147	1529199	-
1	1529875	1529975	-
1	1531734	1531798	+
1	1533085	1533138	+
1	1533854	1533980	+
1	1533993	1534126	+
1	1537432	1537487	+
1	1537866	1537917	+
1	1538957	1539013	+
1	1541650	1541703	-
1	1544735	1544792	-
1	1545074	1545175	-
1	1547444	1547500	-
1	1550682	1550699	+
1	1551216	1551467	+
1	1551991	1552046	+
1	1553339	1553389	-
1	1554147	1554200	+
1	1554666	1554719	-
1	1554802	1554855	-
1	1555198	1555252	-
1	1555371	1555556	-
1	1558341	1558405	-
1	1561334	1561385	-
1	1562239	1562292	-
1	1564170	1564806	+
1	1564928	1564981	+
1	1565006	1565057	+
1	1565467	1565521	+
1	1565975	1566031	+
1	1566782	1566838	-
1	1570027	1570083	+
1	1571714	1571769	+
1	1572946	1572996	+
1	1573742	1573797	+
1	1576587	1576638	-
1	1577507	1577558	-
1	1578356	1578434	+
1	1578674	1578734	+
1	1582357	1582411	-
1	1584588	1584643	-
1	1585974	1586024	-
1	1587197	1587255	-
1	1589293	1589346	+
1	1591721	1591787	+
1	1593886	1593938	+
1	1594363	1594415	+
1	1594529	1594575	+
1	1594630	1594726	+
1	1597039	1597091	-
1	1599350	1599558	+
1	1599771	1599836	+
1	1599869	1599927	+
1	1599985	1600283	+
1	1600347	1600599	+
1	1604170	1604231	-
1	1607505	1607624	+
1	1607730	1607764	+
1	1612532	1612751	-
1	1613446	1613604	+
1	1613913	1613991	+
1	1615193	1615243	-
1	1615713	1615904	-
1	1617591	1617651	+
1	1619558	1619602	+
1	1620418	1620471	+
1	1621877	1621974	-
1	1626507	1626567	-
1	1633034	1633099	-
1	1633175	1633237	-
1	1633332	1633777	-
1	1636915	1636969	+
1	1637668	1637726	-
1	1646131	1646628	+
1	1647280	1647335	+
1	1650072	1650147	+
1	1658609	1658692	+
1	1659615	1659670	+
1	1661359	1661408	-
1	1661613	1661668	-
1	1661810	1661858	-
1	1661919	1661972	-
1	1662039	1662097	-
1	1666031	1666088	-
1	1666257	1666308	-
1	1666375	1666440	-
1	1666670	1666728	-
1	1669017	1669074	-
1	1670494	1670573	-
1	1670665	1670782	-
1	1670824	1670899	-
1	1671768	1671867	-
1	1672525	1672609	-
1	1678504	1678556	-
1	1685842	1685943	-
1	1686070	1686172	-
1	1686228	1686288	-
1	1686311	1686495	-
1	1690966	1691036	+
1	1691148	1691216	+
1	1691709	1691765	+
1	1693901	1693957	-
1	1694573	1694637	-
1	1699428	1699494	+
1	1704347	1704399	+
1	1704437	1704489	+
1	1707803	1707860	-
1	1708180	1708375	-
1	1712562	1712633	-
1	1713987	1714031	+
1	1714095	1714171	+
1	1714181	1714235	+
1	1714467	1714685	+
1	1722204	1722400	-
1	1722426	1722486	-
1	1723958	1723970	-
1	1724003	1724055	-
1	1725482	1725644	-
1	1730988	1731188	+
1	1733209	1733260	-
1	1733507	1733563	-
1	1734345	1734400	-
1	1735514	1735582	-
1	1736955	1737000	-
1	1737086	1737138	-
1	1757151	1757210	-
1	1757477	1757538	-
1	1757933	1757987	-
1	1758444	1758500	+
1	1758564	1758629	+
1	1759318	1759376	-
1	1759488	1759552	-
1	1761791	1761843	-
1	1762498	1762552	-
1	1762603	1762659	-
1	1763199	1763258	+
1	1763349	1763408	+
1	1763522	1763570	+
1	1767149	1767208	-
1	1767270	1767401	-
1	1767558	1767708	-
1	1768529	1768583	+
1	1773483	1773577	+
1	1773801	1773856	+
1	1775174	1775421	-
1	1776997	1777048	-
1	1781113	1781123	+
1	1791773	1791833	+
1	1791900	1791971	+
1	1792202	1792255	+
1	1796585	1796642	-
1	1798359	1798410	+
1	1806719	1806769	+
1	1806883	1806939	+
1	1809340	1809394	+
1	1810556	1810671	-
1	1810693	1810810	-
1	1813002	1813055	+
1	1813621	1813680	+
1	1815248	1815305	-
1	1816043	1816096	-
1	1816246	1816305	-
1	1816439	1816501	-
1	1817801	1817901	-
1	1819744	1819801	-
1	1820409	1820463	-
1	1820693	1820747	-
1	1820847	1820904	-
1	1820923	1820990	-
1	1824511	1824578	+
1	1825085	1825140	+
1	1825881	1825929	+
1	1829676	1829776	-
1	1831145	1831194	-
1	1831437	1831485	-
1	1834790	1834845	-
1	1837310	1837372	+
1	1837522	1837580	+
1	1838788	1838865	+
1	1839269	1839331	+
1	1839612	1839670	+
1	1841813	1842296	+
1	1845227	1845317	+
1	1845394	1845445	+
1	1845617	1845666	+
1	1846264	1846317	+
1	1848993	1849051	-
1	1860840	1860909	+
1	1860976	1861088	+
1	1861344	1861448	+
1	1862807	1862861	-
1	1863196	1863267	-
1	1871249	1871307	+
1	1872127	1872178	+
1	1873778	1873871	+
1	1875057	1875108	+
1	1875234	1875297	+
1	1875542	1875594	+
1	1876739	1876792	+
1	1882186	1882340	+
1	1886757	1886810	+
1	1887073	1887132	+
1	1887222	1887273	+
1	1889081	1889136	+
1	1889292	1889346	+
1	1889415	1889466	+
1	1890908	1890957	-
1	1894432	1894485	-
1	1895814	1895878	+
1	1905548	1905595	+
1	1909200	1909253	+
1	1909284	1909343	+
1	1909469	1909520	+
1	1910024	1910078	+
1	1916720	1916778	-
1	1917026	1917126	-
1	1919015	1919071	-
1	1919607	1919655	-
1	1920065	1920118	-
1	1922063	1922141	-
1	1922607	1922659	-
1	1922810	1922937	-
1	1927928	1928070	-
1	1928374	1928417	-
1	1929714	1929829	+
1	1931076	1931127	-
1	1931355	1931403	-
1	1933232	1933287	-
1	1934922	1934982	-
1	1937361	1937415	+
1	1937428	1937486	+
1	1937686	1937737	+
1	1938203	1938256	-
1	1939083	1939139	-
1	1939873	1939923	+
1	1940139	1940189	+
1	1941024	1941089	-
1	1942755	1942814	+
1	1944153	1944213	+
1	1946684	1946747	+
1	1946954	1947006	+
1	1947215	1947281	+
1	1950767	1950833	-
1	1957412	1957464	+
1	1961088	1962058	-
1	1968458	1968521	+
1	1968680	1968963	+
1	1969215	1969270	+
1	1969920	1969971	+
1	1970090	1970140	+
1	1970228	1970409	+
1	1970583	1970640	+
1	1975583	1975699	+
1	1976359	1976450	+
1	1980225	1980292	+
1	1980555	1980686	+
1	1983593	1983837	+
1	1983901	1984031	+
1	1984725	1984776	+
1	1989378	1989437	+
1	1989552	1989610	+
1	1989636	1989698	+
1	1989828	1989890	+
1	1992109	1992171	+
1	1996225	1996278	+
1	1997948	1998002	+
1	1999369	1999422	-
1	1999456	1999505	-
1	1999623	1999691	-
1	2002769	2002823	+
1	2007713	2007767	-
1	2007991	2008056	-
1	2012916	2012980	+
1	2014211	2014268	-
1	2015155	2015263	-
1	2016859	2016957	-
1	2020714	2020767	+
1	2032254	2032303	+
1	2032647	2032699	+
1	2033578	2033636	-
1	2033803	2033989	-
1	2034351	2034436	-
1	2034522	2034690	-
1	2037229	2037287	-
